,rental_date,hour,feriado,clima,casual_usr,regist_usr,count,temp,termic_sens,humidity,windspeed
27,2011-01-02,3,0,2,2,4,6,18.86,22.725,94.0,12.998000000000001
28,2011-01-02,4,0,2,2,1,3,18.86,22.725,94.0,12.998000000000001
29,2011-01-02,6,0,3,0,2,2,17.22,21.21,77.0,19.999499999999998
30,2011-01-02,7,0,2,0,1,1,16.400000000000002,20.455000000000002,76.0,12.998000000000001
31,2011-01-02,8,0,3,0,8,8,16.400000000000002,20.455000000000002,71.0,15.001299999999999
32,2011-01-02,9,0,2,1,19,20,15.58,19.695,76.0,15.001299999999999
33,2011-01-02,10,0,2,7,46,53,14.76,17.424999999999997,81.0,15.001299999999999
34,2011-01-02,11,0,2,16,54,70,14.76,16.665,71.0,16.997899999999998
35,2011-01-02,12,0,2,20,73,93,14.76,16.665,66.0,19.999499999999998
36,2011-01-02,13,0,2,11,64,75,14.76,17.424999999999997,66.0,8.9981
37,2011-01-02,14,0,3,4,55,59,14.76,17.424999999999997,76.0,12.998000000000001
38,2011-01-02,15,0,3,19,55,74,13.940000000000001,16.665,81.0,11.0014
39,2011-01-02,16,0,3,9,67,76,13.940000000000001,16.665,71.0,11.0014
40,2011-01-02,17,0,1,7,58,65,13.940000000000001,16.665,56.99999999999999,12.998000000000001
41,2011-01-02,18,0,2,10,43,53,14.76,16.665,46.0,22.0028
42,2011-01-02,19,0,1,1,29,30,13.120000000000001,14.395,42.0,30.002599999999997
43,2011-01-02,20,0,1,5,17,22,12.299999999999999,13.635,39.0,23.9994
44,2011-01-02,21,0,1,11,20,31,10.66,11.365,44.0,22.0028
45,2011-01-02,22,0,1,0,9,9,9.84,10.605,44.0,19.999499999999998
46,2011-01-02,23,0,1,0,8,8,9.02,11.365,47.0,11.0014
47,2011-01-03,0,0,1,0,5,5,9.02,9.85,44.0,23.9994
48,2011-01-03,1,0,1,0,2,2,8.200000000000001,8.334999999999999,44.0,27.999299999999998
49,2011-01-03,4,0,1,0,1,1,6.5600000000000005,6.819999999999999,47.0,26.0027
50,2011-01-03,5,0,1,0,3,3,6.5600000000000005,6.819999999999999,47.0,19.0012
51,2011-01-03,6,0,1,0,30,30,5.74,5.305,50.0,26.0027
52,2011-01-03,7,0,1,1,63,64,5.74,6.819999999999999,50.0,12.998000000000001
53,2011-01-03,8,0,1,1,153,154,5.74,6.0600000000000005,50.0,19.0012
54,2011-01-03,9,0,1,7,81,88,6.5600000000000005,6.819999999999999,43.0,26.0027
55,2011-01-03,10,0,1,11,33,44,7.38,8.334999999999999,43.0,16.997899999999998
56,2011-01-03,11,0,1,10,41,51,8.200000000000001,9.09,40.0,22.0028
57,2011-01-03,12,0,1,13,48,61,9.02,10.605,35.0,19.999499999999998
58,2011-01-03,13,0,1,8,53,61,9.84,10.605,35.0,19.0012
59,2011-01-03,14,0,1,11,66,77,10.66,12.120000000000001,30.0,19.0012
60,2011-01-03,15,0,1,14,58,72,10.66,12.120000000000001,30.0,16.997899999999998
61,2011-01-03,16,0,1,9,67,76,10.66,12.120000000000001,30.0,16.997899999999998
62,2011-01-03,17,0,1,11,146,157,9.84,11.365,30.0,15.001299999999999
63,2011-01-03,18,0,1,9,148,157,9.84,12.879999999999999,32.0,7.0015
64,2011-01-03,19,0,1,8,102,110,8.200000000000001,12.879999999999999,47.0,0.0
65,2011-01-03,20,0,1,3,49,52,8.200000000000001,11.365,47.0,7.0015
66,2011-01-03,21,0,1,3,49,52,7.38,9.85,64.0,8.9981
67,2011-01-03,22,0,1,0,20,20,5.74,7.575,69.0,8.9981
68,2011-01-03,23,0,1,1,11,12,7.38,10.605,55.00000000000001,7.0015
69,2011-01-04,0,0,1,0,5,5,6.5600000000000005,9.09,55.00000000000001,7.0015
70,2011-01-04,1,0,1,0,2,2,6.5600000000000005,9.09,59.0,7.0015
71,2011-01-04,2,0,1,0,1,1,5.74,7.575,63.0,8.9981
72,2011-01-04,4,0,1,0,2,2,5.74,9.09,63.0,6.0032
73,2011-01-04,5,0,1,0,4,4,4.92,7.575,68.0,7.0015
74,2011-01-04,6,0,1,0,36,36,4.92,7.575,74.0,7.0015
75,2011-01-04,7,0,1,2,92,94,4.92,7.575,74.0,8.9981
76,2011-01-04,8,0,1,2,177,179,5.74,7.575,69.0,11.0014
77,2011-01-04,9,0,1,2,98,100,6.5600000000000005,7.575,64.0,15.001299999999999
78,2011-01-04,10,0,2,5,37,42,6.5600000000000005,6.819999999999999,69.0,22.0028
79,2011-01-04,11,0,1,7,50,57,9.02,10.605,51.0,19.999499999999998
80,2011-01-04,12,0,1,12,66,78,9.02,11.365,51.0,11.0014
81,2011-01-04,13,0,1,18,79,97,9.84,11.365,56.00000000000001,12.998000000000001
82,2011-01-04,14,0,1,9,54,63,10.66,12.879999999999999,52.0,15.001299999999999
83,2011-01-04,15,0,1,17,48,65,11.48,13.635,52.0,16.997899999999998
84,2011-01-04,16,0,1,15,68,83,12.299999999999999,14.395,49.0,16.997899999999998
85,2011-01-04,17,0,1,10,202,212,11.48,13.635,48.0,15.001299999999999
86,2011-01-04,18,0,1,3,179,182,10.66,12.879999999999999,48.0,12.998000000000001
87,2011-01-04,19,0,1,2,110,112,9.84,12.879999999999999,48.0,7.0015
88,2011-01-04,20,0,1,1,53,54,9.84,12.879999999999999,48.0,7.0015
89,2011-01-04,21,0,1,0,48,48,9.02,13.635,64.0,0.0
90,2011-01-04,22,0,1,1,34,35,9.02,12.879999999999999,64.0,6.0032
91,2011-01-04,23,0,1,2,9,11,8.200000000000001,11.365,69.0,6.0032
92,2011-01-05,0,0,1,0,6,6,8.200000000000001,12.879999999999999,64.0,0.0
93,2011-01-05,1,0,1,0,6,6,6.5600000000000005,9.85,74.0,6.0032
94,2011-01-05,2,0,1,0,2,2,6.5600000000000005,9.85,74.0,6.0032
95,2011-01-05,4,0,1,0,2,2,9.84,11.365,48.0,15.001299999999999
96,2011-01-05,5,0,1,0,3,3,9.02,11.365,47.0,11.0014
97,2011-01-05,6,0,1,0,33,33,8.200000000000001,9.85,47.0,15.001299999999999
98,2011-01-05,7,0,1,1,87,88,7.38,9.09,43.0,12.998000000000001
99,2011-01-05,8,0,1,3,192,195,8.200000000000001,9.09,40.0,19.999499999999998
100,2011-01-05,9,0,1,6,109,115,9.02,9.85,37.0,22.0028
101,2011-01-05,10,0,1,4,53,57,9.02,9.85,37.0,22.0028
102,2011-01-05,11,0,1,12,34,46,10.66,11.365,33.0,22.0028
103,2011-01-05,12,0,1,5,74,79,10.66,11.365,33.0,22.0028
104,2011-01-05,13,0,1,6,65,71,11.48,12.879999999999999,30.0,19.999499999999998
105,2011-01-05,14,0,1,10,52,62,12.299999999999999,14.395,28.000000000000004,12.998000000000001
106,2011-01-05,15,0,1,7,55,62,12.299999999999999,14.395,28.000000000000004,12.998000000000001
107,2011-01-05,16,0,1,4,85,89,12.299999999999999,15.909999999999998,28.000000000000004,6.0032
108,2011-01-05,17,0,1,4,186,190,9.84,11.365,38.0,12.998000000000001
109,2011-01-05,18,0,1,3,166,169,9.84,12.120000000000001,38.0,8.9981
110,2011-01-05,19,0,1,5,127,132,9.84,12.879999999999999,38.0,7.0015
111,2011-01-05,20,0,1,7,82,89,9.02,11.365,47.0,11.0014
112,2011-01-05,21,0,1,3,40,43,8.200000000000001,9.85,51.0,12.998000000000001
113,2011-01-05,22,0,1,1,41,42,7.38,9.85,55.00000000000001,8.9981
114,2011-01-05,23,0,1,1,18,19,8.200000000000001,12.879999999999999,47.0,0.0
115,2011-01-06,0,0,1,0,11,11,7.38,12.120000000000001,55.00000000000001,0.0
116,2011-01-06,1,0,1,0,4,4,6.5600000000000005,11.365,64.0,0.0
117,2011-01-06,2,0,1,0,2,2,6.5600000000000005,11.365,64.0,0.0
118,2011-01-06,4,0,2,0,1,1,6.5600000000000005,9.85,64.0,6.0032
119,2011-01-06,5,0,2,0,4,4,5.74,9.09,69.0,6.0032
120,2011-01-06,6,0,2,0,36,36,5.74,8.334999999999999,63.0,7.0015
121,2011-01-06,7,0,2,0,95,95,6.5600000000000005,11.365,59.0,0.0
122,2011-01-06,8,0,1,3,216,219,6.5600000000000005,11.365,59.0,0.0
123,2011-01-06,9,0,2,6,116,122,7.38,12.120000000000001,51.0,0.0
124,2011-01-06,10,0,1,3,42,45,8.200000000000001,12.879999999999999,47.0,0.0
125,2011-01-06,11,0,1,2,57,59,9.02,12.879999999999999,44.0,6.0032
126,2011-01-06,12,0,1,6,78,84,10.66,14.395,35.0,0.0
127,2011-01-06,13,0,1,12,55,67,10.66,13.635,35.0,7.0015
128,2011-01-06,14,0,1,11,59,70,11.48,13.635,36.0,11.0014
129,2011-01-06,15,0,1,8,54,62,11.48,13.635,36.0,0.0
130,2011-01-06,16,0,1,12,74,86,10.66,12.879999999999999,38.0,11.0014
131,2011-01-06,17,0,1,9,163,172,9.02,11.365,51.0,11.0014
132,2011-01-06,18,0,1,5,158,163,9.02,11.365,51.0,8.9981
133,2011-01-06,19,0,1,3,109,112,9.02,12.879999999999999,55.00000000000001,6.0032
134,2011-01-06,20,0,1,3,66,69,8.200000000000001,10.605,51.0,11.0014
135,2011-01-06,21,0,2,0,48,48,9.02,10.605,55.00000000000001,15.001299999999999
136,2011-01-06,22,0,2,1,51,52,9.02,10.605,51.0,19.0012
137,2011-01-06,23,0,2,4,19,23,8.200000000000001,9.85,59.0,12.998000000000001
138,2011-01-07,0,0,2,4,13,17,8.200000000000001,9.85,64.0,12.998000000000001
139,2011-01-07,1,0,2,2,5,7,8.200000000000001,9.85,69.0,15.001299999999999
140,2011-01-07,2,0,2,0,1,1,8.200000000000001,9.85,69.0,15.001299999999999
141,2011-01-07,4,0,2,0,1,1,8.200000000000001,10.605,69.0,8.9981
142,2011-01-07,5,0,3,0,5,5,9.02,13.635,55.00000000000001,0.0
143,2011-01-07,6,0,2,8,26,34,8.200000000000001,12.879999999999999,69.0,0.0
144,2011-01-07,7,0,1,8,76,84,8.200000000000001,10.605,69.0,8.9981
145,2011-01-07,8,0,1,20,190,210,8.200000000000001,9.85,51.0,16.997899999999998
146,2011-01-07,9,0,1,9,125,134,8.200000000000001,9.09,47.0,19.999499999999998
147,2011-01-07,10,0,1,16,47,63,9.02,9.85,37.0,22.0028
148,2011-01-07,11,0,2,19,48,67,8.200000000000001,9.85,40.0,15.001299999999999
149,2011-01-07,12,0,2,9,50,59,8.200000000000001,9.85,37.0,16.997899999999998
150,2011-01-07,13,0,2,9,64,73,8.200000000000001,9.09,37.0,19.0012
151,2011-01-07,14,0,2,7,43,50,8.200000000000001,9.85,40.0,16.997899999999998
152,2011-01-07,15,0,2,9,63,72,8.200000000000001,10.605,37.0,11.0014
153,2011-01-07,16,0,2,5,82,87,8.200000000000001,10.605,37.0,11.0014
154,2011-01-07,17,0,2,9,178,187,8.200000000000001,12.879999999999999,37.0,0.0
155,2011-01-07,18,0,1,7,116,123,8.200000000000001,11.365,40.0,6.0032
156,2011-01-07,19,0,1,3,92,95,6.5600000000000005,9.85,55.00000000000001,6.0032
157,2011-01-07,20,0,1,1,50,51,7.38,10.605,47.0,7.0015
158,2011-01-07,21,0,1,0,39,39,7.38,9.85,47.0,8.9981
159,2011-01-07,22,0,2,2,34,36,7.38,9.85,43.0,11.0014
160,2011-01-07,23,0,2,1,14,15,7.38,9.85,51.0,11.0014
161,2011-01-08,0,0,2,1,24,25,7.38,9.85,51.0,11.0014
162,2011-01-08,1,0,2,1,15,16,7.38,10.605,55.00000000000001,6.0032
163,2011-01-08,2,0,2,3,13,16,7.38,12.120000000000001,55.00000000000001,0.0
164,2011-01-08,3,0,3,0,7,7,7.38,9.85,55.00000000000001,11.0014
165,2011-01-08,4,0,3,0,1,1,7.38,9.85,55.00000000000001,11.0014
166,2011-01-08,5,0,2,0,5,5,6.5600000000000005,8.334999999999999,74.0,11.0014
167,2011-01-08,6,0,2,0,2,2,6.5600000000000005,8.334999999999999,74.0,11.0014
168,2011-01-08,7,0,2,1,8,9,6.5600000000000005,9.09,74.0,7.0015
169,2011-01-08,8,0,3,0,15,15,6.5600000000000005,9.09,93.0,7.0015
170,2011-01-08,9,0,3,0,20,20,6.5600000000000005,9.09,93.0,7.0015
171,2011-01-08,10,0,2,5,56,61,7.38,9.85,80.0,11.0014
172,2011-01-08,11,0,2,2,60,62,8.200000000000001,9.09,69.0,26.0027
173,2011-01-08,12,0,2,8,90,98,8.200000000000001,9.09,59.0,23.9994
174,2011-01-08,13,0,1,7,95,102,8.200000000000001,9.09,44.0,22.0028
175,2011-01-08,14,0,1,12,83,95,8.200000000000001,8.334999999999999,32.0,32.9975
176,2011-01-08,15,0,1,5,69,74,8.200000000000001,8.334999999999999,32.0,30.002599999999997
177,2011-01-08,16,0,1,8,68,76,7.38,6.819999999999999,28.999999999999996,30.002599999999997
178,2011-01-08,17,0,1,5,64,69,6.5600000000000005,6.0600000000000005,37.0,36.9974
179,2011-01-08,18,0,1,3,52,55,5.74,6.0600000000000005,39.0,19.999499999999998
180,2011-01-08,19,0,1,4,26,30,5.74,6.0600000000000005,36.0,16.997899999999998
181,2011-01-08,20,0,1,0,28,28,4.92,6.0600000000000005,36.0,16.997899999999998
182,2011-01-08,21,0,1,2,35,37,4.92,5.305,39.0,23.9994
183,2011-01-08,22,0,1,1,33,34,4.92,5.305,36.0,26.0027
184,2011-01-08,23,0,1,0,22,22,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997
185,2011-01-09,0,0,1,1,24,25,4.1000000000000005,3.7900000000000005,42.0,26.0027
186,2011-01-09,1,0,1,0,12,12,4.1000000000000005,3.0300000000000002,42.0,31.0009
187,2011-01-09,2,0,1,0,11,11,4.1000000000000005,3.0300000000000002,46.0,31.0009
188,2011-01-09,3,0,1,0,4,4,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998
189,2011-01-09,4,0,1,0,1,1,3.2800000000000002,4.545,53.0,12.998000000000001
190,2011-01-09,5,0,1,0,1,1,3.2800000000000002,4.545,53.0,12.998000000000001
191,2011-01-09,6,0,1,0,1,1,4.1000000000000005,4.545,49.0,19.0012
192,2011-01-09,7,0,1,1,5,6,3.2800000000000002,4.545,53.0,12.998000000000001
193,2011-01-09,8,0,1,0,10,10,4.1000000000000005,4.545,49.0,19.0012
194,2011-01-09,9,0,1,0,19,19,4.92,3.7900000000000005,46.0,35.0008
195,2011-01-09,10,0,1,0,49,49,5.74,5.305,43.0,26.0027
196,2011-01-09,11,0,1,2,47,49,6.5600000000000005,6.0600000000000005,40.0,35.0008
197,2011-01-09,12,0,1,4,79,83,7.38,6.819999999999999,37.0,30.002599999999997
198,2011-01-09,13,0,1,6,69,75,8.200000000000001,8.334999999999999,34.0,30.002599999999997
199,2011-01-09,14,0,1,8,64,72,9.02,9.09,32.0,31.0009
200,2011-01-09,15,0,1,5,77,82,9.02,9.85,35.0,23.9994
201,2011-01-09,16,0,1,13,79,92,8.200000000000001,8.334999999999999,34.0,30.002599999999997
202,2011-01-09,17,0,1,3,59,62,7.38,7.575,37.0,26.0027
203,2011-01-09,18,0,1,4,44,48,6.5600000000000005,6.819999999999999,40.0,22.0028
204,2011-01-09,19,0,1,1,40,41,6.5600000000000005,6.819999999999999,43.0,22.0028
205,2011-01-09,20,0,1,0,38,38,5.74,6.0600000000000005,46.0,16.997899999999998
206,2011-01-09,21,0,1,1,19,20,5.74,5.305,46.0,27.999299999999998
207,2011-01-09,22,0,1,5,10,15,5.74,6.0600000000000005,46.0,19.999499999999998
208,2011-01-09,23,0,1,0,6,6,4.92,6.819999999999999,50.0,12.998000000000001
209,2011-01-10,0,0,1,2,3,5,4.92,6.0600000000000005,50.0,19.0012
210,2011-01-10,1,0,1,1,0,1,4.92,6.0600000000000005,50.0,19.0012
211,2011-01-10,2,0,1,0,3,3,4.92,6.0600000000000005,50.0,15.001299999999999
212,2011-01-10,3,0,1,0,1,1,4.92,6.0600000000000005,50.0,15.001299999999999
213,2011-01-10,4,0,1,1,2,3,4.1000000000000005,6.0600000000000005,54.0,8.9981
214,2011-01-10,5,0,1,0,3,3,4.1000000000000005,5.305,54.0,16.997899999999998
215,2011-01-10,6,0,1,0,31,31,4.92,6.0600000000000005,50.0,19.0012
216,2011-01-10,7,0,1,2,75,77,4.92,6.0600000000000005,50.0,15.001299999999999
217,2011-01-10,8,0,2,4,184,188,4.92,6.0600000000000005,50.0,19.0012
218,2011-01-10,9,0,2,2,92,94,5.74,6.0600000000000005,50.0,16.997899999999998
219,2011-01-10,10,0,2,0,31,31,5.74,6.0600000000000005,50.0,19.999499999999998
220,2011-01-10,11,0,2,2,28,30,6.5600000000000005,6.819999999999999,47.0,19.0012
221,2011-01-10,12,0,2,5,47,52,8.200000000000001,9.09,40.0,19.0012
222,2011-01-10,13,0,2,4,50,54,8.200000000000001,9.09,40.0,19.0012
223,2011-01-10,14,0,2,0,47,47,8.200000000000001,9.85,40.0,15.001299999999999
224,2011-01-10,15,0,2,2,43,45,8.200000000000001,9.85,40.0,15.001299999999999
225,2011-01-10,16,0,1,4,70,74,8.200000000000001,10.605,40.0,8.9981
226,2011-01-10,17,0,1,4,174,178,8.200000000000001,11.365,40.0,7.0015
227,2011-01-10,18,0,1,1,154,155,8.200000000000001,9.85,40.0,15.001299999999999
228,2011-01-10,19,0,1,3,92,95,6.5600000000000005,8.334999999999999,47.0,11.0014
229,2011-01-10,20,0,1,1,73,74,6.5600000000000005,8.334999999999999,50.0,11.0014
230,2011-01-10,21,0,1,1,37,38,5.74,6.819999999999999,59.0,12.998000000000001
231,2011-01-10,22,0,1,2,22,24,5.74,7.575,59.0,11.0014
232,2011-01-10,23,0,1,0,18,18,5.74,7.575,59.0,11.0014
233,2011-01-11,0,0,1,2,10,12,5.74,8.334999999999999,59.0,7.0015
234,2011-01-11,1,0,1,0,3,3,5.74,7.575,59.0,11.0014
235,2011-01-11,2,0,2,0,3,3,6.5600000000000005,7.575,55.00000000000001,12.998000000000001
236,2011-01-11,5,0,2,0,6,6,6.5600000000000005,9.09,55.00000000000001,8.9981
237,2011-01-11,6,0,2,0,27,27,6.5600000000000005,9.09,55.00000000000001,8.9981
238,2011-01-11,7,0,2,2,97,99,6.5600000000000005,11.365,55.00000000000001,0.0
239,2011-01-11,8,0,2,3,214,217,7.38,10.605,51.0,6.0032
240,2011-01-11,9,0,2,3,127,130,7.38,9.85,51.0,11.0014
241,2011-01-11,10,0,2,3,51,54,8.200000000000001,10.605,51.0,11.0014
242,2011-01-11,11,0,2,4,31,35,8.200000000000001,10.605,47.0,8.9981
243,2011-01-11,12,0,2,2,55,57,8.200000000000001,11.365,51.0,7.0015
244,2011-01-11,13,0,2,6,46,52,8.200000000000001,11.365,59.0,6.0032
245,2011-01-11,14,0,2,3,60,63,8.200000000000001,11.365,59.0,6.0032
246,2011-01-11,15,0,2,2,45,47,6.5600000000000005,9.85,80.0,6.0032
247,2011-01-11,16,0,2,4,72,76,6.5600000000000005,7.575,86.0,15.001299999999999
248,2011-01-11,17,0,2,6,130,136,6.5600000000000005,7.575,86.0,15.001299999999999
249,2011-01-11,18,0,3,1,94,95,6.5600000000000005,9.09,93.0,7.0015
250,2011-01-11,19,0,3,0,51,51,6.5600000000000005,11.365,93.0,0.0
251,2011-01-11,20,0,3,0,32,32,6.5600000000000005,7.575,93.0,12.998000000000001
252,2011-01-11,21,0,3,0,20,20,6.5600000000000005,9.85,86.0,6.0032
253,2011-01-11,22,0,3,1,28,29,6.5600000000000005,9.09,93.0,7.0015
254,2011-01-11,23,0,3,1,18,19,6.5600000000000005,9.85,93.0,6.0032
255,2011-01-12,0,0,2,0,7,7,6.5600000000000005,9.85,86.0,6.0032
256,2011-01-12,1,0,2,0,6,6,6.5600000000000005,9.09,86.0,7.0015
257,2011-01-12,2,0,1,0,1,1,5.74,7.575,86.0,8.9981
258,2011-01-12,5,0,1,0,5,5,5.74,7.575,86.0,11.0014
259,2011-01-12,6,0,1,0,16,16,4.92,7.575,93.0,8.9981
260,2011-01-12,7,0,1,0,54,54,5.74,7.575,69.0,8.9981
261,2011-01-12,8,0,1,3,125,128,6.5600000000000005,8.334999999999999,59.0,11.0014
262,2011-01-12,9,0,1,3,78,81,6.5600000000000005,6.819999999999999,59.0,22.0028
263,2011-01-12,10,0,1,0,39,39,7.38,9.09,55.00000000000001,15.001299999999999
264,2011-01-12,11,0,1,3,32,35,8.200000000000001,9.09,51.0,26.0027
265,2011-01-12,12,0,1,3,52,55,8.200000000000001,7.575,47.0,39.000699999999995
266,2011-01-12,13,0,1,0,49,49,9.02,9.85,44.0,23.9994
267,2011-01-12,14,0,1,0,44,44,8.200000000000001,9.09,47.0,22.0028
268,2011-01-12,15,0,1,1,48,49,8.200000000000001,8.334999999999999,47.0,27.999299999999998
269,2011-01-12,16,0,1,5,63,68,9.02,9.85,44.0,22.0028
270,2011-01-12,17,0,1,0,139,139,8.200000000000001,9.09,47.0,23.9994
271,2011-01-12,18,0,1,2,135,137,8.200000000000001,7.575,47.0,35.0008
272,2011-01-12,19,0,1,1,82,83,7.38,7.575,47.0,27.999299999999998
273,2011-01-12,20,0,1,2,54,56,6.5600000000000005,6.819999999999999,50.0,22.0028
274,2011-01-12,21,0,1,0,57,57,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028
275,2011-01-12,22,0,1,1,32,33,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997
276,2011-01-12,23,0,1,1,19,20,5.74,5.305,59.0,27.999299999999998
277,2011-01-13,0,0,1,1,6,7,5.74,6.0600000000000005,59.0,19.0012
278,2011-01-13,1,0,1,0,2,2,5.74,6.0600000000000005,50.0,19.0012
279,2011-01-13,2,0,1,0,2,2,5.74,6.0600000000000005,50.0,23.9994
280,2011-01-13,3,0,1,0,3,3,5.74,6.0600000000000005,50.0,22.0028
281,2011-01-13,4,0,1,0,4,4,5.74,6.0600000000000005,50.0,16.997899999999998
282,2011-01-13,5,0,1,0,3,3,5.74,6.0600000000000005,50.0,19.999499999999998
283,2011-01-13,6,0,1,0,28,28,4.92,7.575,54.0,8.9981
284,2011-01-13,7,0,1,0,72,72,4.92,7.575,54.0,8.9981
285,2011-01-13,8,0,1,5,197,202,5.74,6.819999999999999,50.0,12.998000000000001
286,2011-01-13,9,0,1,2,137,139,5.74,6.0600000000000005,50.0,22.0028
287,2011-01-13,10,0,2,2,36,38,6.5600000000000005,6.819999999999999,50.0,23.9994
288,2011-01-13,11,0,2,4,33,37,8.200000000000001,8.334999999999999,44.0,30.002599999999997
289,2011-01-13,12,0,1,3,49,52,8.200000000000001,8.334999999999999,44.0,27.999299999999998
290,2011-01-13,13,0,1,2,81,83,9.02,9.85,41.0,30.002599999999997
291,2011-01-13,14,0,1,3,39,42,9.02,9.85,41.0,26.0027
292,2011-01-13,15,0,1,5,55,60,9.84,10.605,38.0,19.999499999999998
293,2011-01-13,16,0,1,2,76,78,9.84,10.605,38.0,23.9994
294,2011-01-13,17,0,1,4,158,162,8.200000000000001,9.09,40.0,19.0012
295,2011-01-13,18,0,1,3,141,144,8.200000000000001,9.09,40.0,22.0028
296,2011-01-13,19,0,1,1,98,99,6.5600000000000005,7.575,47.0,16.997899999999998
297,2011-01-13,20,0,1,0,64,64,6.5600000000000005,7.575,47.0,15.001299999999999
298,2011-01-13,21,0,1,0,40,40,5.74,6.0600000000000005,46.0,19.999499999999998
299,2011-01-13,22,0,1,0,30,30,5.74,6.0600000000000005,46.0,22.0028
300,2011-01-13,23,0,1,1,14,15,4.92,6.819999999999999,50.0,12.998000000000001
301,2011-01-14,0,0,1,0,14,14,4.92,6.819999999999999,50.0,12.998000000000001
302,2011-01-14,1,0,1,0,5,5,4.1000000000000005,6.0600000000000005,54.0,11.0014
303,2011-01-14,2,0,1,0,1,1,4.1000000000000005,6.0600000000000005,54.0,8.9981
304,2011-01-14,3,0,1,0,1,1,4.1000000000000005,6.819999999999999,54.0,7.0015
305,2011-01-14,5,0,1,0,8,8,4.1000000000000005,6.819999999999999,54.0,6.0032
306,2011-01-14,6,0,1,0,17,17,4.1000000000000005,9.09,54.0,0.0
307,2011-01-14,7,0,1,0,70,70,4.1000000000000005,6.0600000000000005,74.0,11.0014
308,2011-01-14,8,0,1,2,156,158,4.92,8.334999999999999,68.0,0.0
309,2011-01-14,9,0,1,0,117,117,5.74,7.575,69.0,8.9981
310,2011-01-14,10,0,1,4,40,44,7.38,9.09,55.00000000000001,12.998000000000001
311,2011-01-14,11,0,1,6,47,53,7.38,8.334999999999999,51.0,19.0012
312,2011-01-14,12,0,1,2,59,61,8.200000000000001,9.85,44.0,16.997899999999998
313,2011-01-14,13,0,1,4,73,77,9.02,9.85,37.0,26.0027
314,2011-01-14,14,0,1,5,59,64,9.02,10.605,41.0,19.0012
315,2011-01-14,15,0,1,9,59,68,9.84,12.120000000000001,38.0,11.0014
316,2011-01-14,16,0,1,3,87,90,9.02,12.120000000000001,41.0,7.0015
317,2011-01-14,17,0,1,4,155,159,9.02,11.365,41.0,11.0014
318,2011-01-14,18,0,1,5,134,139,8.200000000000001,12.879999999999999,47.0,0.0
319,2011-01-14,19,0,1,3,89,92,6.5600000000000005,9.85,59.0,6.0032
320,2011-01-14,20,0,1,0,68,68,7.38,12.120000000000001,59.0,0.0
321,2011-01-14,21,0,1,4,48,52,6.5600000000000005,11.365,69.0,0.0
322,2011-01-14,22,0,2,2,34,36,6.5600000000000005,11.365,69.0,0.0
323,2011-01-14,23,0,2,1,26,27,7.38,12.120000000000001,55.00000000000001,0.0
