hour,year,month,weekday,workingday,feriado,count,Nhumidity,Nwindspeed,Ntemp,Ntermic_sens,clima_1,clima_2,clima_3,season_2,season_3,season_4
5,0,1,1,1,0,3,0.47,0.3333543859649123,0.14285714285714288,0.1364,1,0,0,0,0,0
6,0,1,1,1,0,30,0.5,0.45618771929824564,0.12244897959183676,0.1061,1,0,0,0,0,0
7,0,1,1,1,0,64,0.5,0.22803508771929823,0.12244897959183676,0.1364,1,0,0,0,0,0
8,0,1,1,1,0,154,0.5,0.3333543859649123,0.12244897959183676,0.12120000000000002,1,0,0,0,0,0
9,0,1,1,1,0,88,0.43,0.45618771929824564,0.14285714285714288,0.1364,1,0,0,0,0,0
10,0,1,1,1,0,44,0.43,0.29820877192982453,0.163265306122449,0.1667,1,0,0,0,0,0
11,0,1,1,1,0,51,0.4,0.3860140350877193,0.18367346938775514,0.1818,1,0,0,0,0,0
12,0,1,1,1,0,61,0.35,0.3508684210526316,0.20408163265306123,0.2121,1,0,0,0,0,0
13,0,1,1,1,0,61,0.35,0.3333543859649123,0.22448979591836735,0.2121,1,0,0,0,0,0
14,0,1,1,1,0,77,0.3,0.3333543859649123,0.2448979591836735,0.24239999999999998,1,0,0,0,0,0
15,0,1,1,1,0,72,0.3,0.29820877192982453,0.2448979591836735,0.24239999999999998,1,0,0,0,0,0
16,0,1,1,1,0,76,0.3,0.29820877192982453,0.2448979591836735,0.24239999999999998,1,0,0,0,0,0
17,0,1,1,1,0,157,0.3,0.26318070175438596,0.22448979591836735,0.2273,1,0,0,0,0,0
18,0,1,1,1,0,157,0.32,0.12283333333333334,0.22448979591836735,0.2576,1,0,0,0,0,0
19,0,1,1,1,0,110,0.47,0.0,0.18367346938775514,0.2576,1,0,0,0,0,0
20,0,1,1,1,0,52,0.47,0.12283333333333334,0.18367346938775514,0.2273,1,0,0,0,0,0
21,0,1,1,1,0,52,0.64,0.15786140350877195,0.163265306122449,0.19699999999999998,1,0,0,0,0,0
22,0,1,1,1,0,20,0.69,0.15786140350877195,0.12244897959183676,0.1515,1,0,0,0,0,0
23,0,1,1,1,0,12,0.55,0.12283333333333334,0.163265306122449,0.2121,1,0,0,0,0,0
0,0,1,2,1,0,5,0.55,0.12283333333333334,0.14285714285714288,0.1818,1,0,0,0,0,0
1,0,1,2,1,0,2,0.59,0.12283333333333334,0.14285714285714288,0.1818,1,0,0,0,0,0
2,0,1,2,1,0,1,0.63,0.15786140350877195,0.12244897959183676,0.1515,1,0,0,0,0,0
4,0,1,2,1,0,2,0.63,0.10531929824561403,0.12244897959183676,0.1818,1,0,0,0,0,0
5,0,1,2,1,0,4,0.68,0.12283333333333334,0.10204081632653061,0.1515,1,0,0,0,0,0
6,0,1,2,1,0,36,0.74,0.12283333333333334,0.10204081632653061,0.1515,1,0,0,0,0,0
7,0,1,2,1,0,94,0.74,0.15786140350877195,0.10204081632653061,0.1515,1,0,0,0,0,0
8,0,1,2,1,0,179,0.69,0.19300701754385965,0.12244897959183676,0.1515,1,0,0,0,0,0
9,0,1,2,1,0,100,0.64,0.26318070175438596,0.14285714285714288,0.1515,1,0,0,0,0,0
10,0,1,2,1,0,42,0.69,0.3860140350877193,0.14285714285714288,0.1364,0,1,0,0,0,0
11,0,1,2,1,0,57,0.51,0.3508684210526316,0.20408163265306123,0.2121,1,0,0,0,0,0
12,0,1,2,1,0,78,0.51,0.19300701754385965,0.20408163265306123,0.2273,1,0,0,0,0,0
13,0,1,2,1,0,97,0.56,0.22803508771929823,0.22448979591836735,0.2273,1,0,0,0,0,0
14,0,1,2,1,0,63,0.52,0.26318070175438596,0.2448979591836735,0.2576,1,0,0,0,0,0
15,0,1,2,1,0,65,0.52,0.29820877192982453,0.2653061224489796,0.2727,1,0,0,0,0,0
16,0,1,2,1,0,83,0.49,0.29820877192982453,0.2857142857142857,0.2879,1,0,0,0,0,0
17,0,1,2,1,0,212,0.48,0.26318070175438596,0.2653061224489796,0.2727,1,0,0,0,0,0
18,0,1,2,1,0,182,0.48,0.22803508771929823,0.2448979591836735,0.2576,1,0,0,0,0,0
19,0,1,2,1,0,112,0.48,0.12283333333333334,0.22448979591836735,0.2576,1,0,0,0,0,0
20,0,1,2,1,0,54,0.48,0.12283333333333334,0.22448979591836735,0.2576,1,0,0,0,0,0
21,0,1,2,1,0,48,0.64,0.0,0.20408163265306123,0.2727,1,0,0,0,0,0
22,0,1,2,1,0,35,0.64,0.10531929824561403,0.20408163265306123,0.2576,1,0,0,0,0,0
23,0,1,2,1,0,11,0.69,0.10531929824561403,0.18367346938775514,0.2273,1,0,0,0,0,0
0,0,1,3,1,0,6,0.64,0.0,0.18367346938775514,0.2576,1,0,0,0,0,0
1,0,1,3,1,0,6,0.74,0.10531929824561403,0.14285714285714288,0.19699999999999998,1,0,0,0,0,0
2,0,1,3,1,0,2,0.74,0.10531929824561403,0.14285714285714288,0.19699999999999998,1,0,0,0,0,0
4,0,1,3,1,0,2,0.48,0.26318070175438596,0.22448979591836735,0.2273,1,0,0,0,0,0
5,0,1,3,1,0,3,0.47,0.19300701754385965,0.20408163265306123,0.2273,1,0,0,0,0,0
6,0,1,3,1,0,33,0.47,0.26318070175438596,0.18367346938775514,0.19699999999999998,1,0,0,0,0,0
7,0,1,3,1,0,88,0.43,0.22803508771929823,0.163265306122449,0.1818,1,0,0,0,0,0
8,0,1,3,1,0,195,0.4,0.3508684210526316,0.18367346938775514,0.1818,1,0,0,0,0,0
9,0,1,3,1,0,115,0.37,0.3860140350877193,0.20408163265306123,0.19699999999999998,1,0,0,0,0,0
10,0,1,3,1,0,57,0.37,0.3860140350877193,0.20408163265306123,0.19699999999999998,1,0,0,0,0,0
11,0,1,3,1,0,46,0.33,0.3860140350877193,0.2448979591836735,0.2273,1,0,0,0,0,0
12,0,1,3,1,0,79,0.33,0.3860140350877193,0.2448979591836735,0.2273,1,0,0,0,0,0
13,0,1,3,1,0,71,0.3,0.3508684210526316,0.2653061224489796,0.2576,1,0,0,0,0,0
14,0,1,3,1,0,62,0.28,0.22803508771929823,0.2857142857142857,0.2879,1,0,0,0,0,0
15,0,1,3,1,0,62,0.28,0.22803508771929823,0.2857142857142857,0.2879,1,0,0,0,0,0
16,0,1,3,1,0,89,0.28,0.10531929824561403,0.2857142857142857,0.3182,1,0,0,0,0,0
17,0,1,3,1,0,190,0.38,0.22803508771929823,0.22448979591836735,0.2273,1,0,0,0,0,0
18,0,1,3,1,0,169,0.38,0.15786140350877195,0.22448979591836735,0.24239999999999998,1,0,0,0,0,0
19,0,1,3,1,0,132,0.38,0.12283333333333334,0.22448979591836735,0.2576,1,0,0,0,0,0
20,0,1,3,1,0,89,0.47,0.19300701754385965,0.20408163265306123,0.2273,1,0,0,0,0,0
21,0,1,3,1,0,43,0.51,0.22803508771929823,0.18367346938775514,0.19699999999999998,1,0,0,0,0,0
22,0,1,3,1,0,42,0.55,0.15786140350877195,0.163265306122449,0.19699999999999998,1,0,0,0,0,0
23,0,1,3,1,0,19,0.47,0.0,0.18367346938775514,0.2576,1,0,0,0,0,0
0,0,1,4,1,0,11,0.55,0.0,0.163265306122449,0.24239999999999998,1,0,0,0,0,0
1,0,1,4,1,0,4,0.64,0.0,0.14285714285714288,0.2273,1,0,0,0,0,0
2,0,1,4,1,0,2,0.64,0.0,0.14285714285714288,0.2273,1,0,0,0,0,0
4,0,1,4,1,0,1,0.64,0.10531929824561403,0.14285714285714288,0.19699999999999998,0,1,0,0,0,0
5,0,1,4,1,0,4,0.69,0.10531929824561403,0.12244897959183676,0.1818,0,1,0,0,0,0
6,0,1,4,1,0,36,0.63,0.12283333333333334,0.12244897959183676,0.1667,0,1,0,0,0,0
7,0,1,4,1,0,95,0.59,0.0,0.14285714285714288,0.2273,0,1,0,0,0,0
8,0,1,4,1,0,219,0.59,0.0,0.14285714285714288,0.2273,1,0,0,0,0,0
9,0,1,4,1,0,122,0.51,0.0,0.163265306122449,0.24239999999999998,0,1,0,0,0,0
10,0,1,4,1,0,45,0.47,0.0,0.18367346938775514,0.2576,1,0,0,0,0,0
11,0,1,4,1,0,59,0.44,0.10531929824561403,0.20408163265306123,0.2576,1,0,0,0,0,0
12,0,1,4,1,0,84,0.35,0.0,0.2448979591836735,0.2879,1,0,0,0,0,0
13,0,1,4,1,0,67,0.35,0.12283333333333334,0.2448979591836735,0.2727,1,0,0,0,0,0
14,0,1,4,1,0,70,0.36,0.19300701754385965,0.2653061224489796,0.2727,1,0,0,0,0,0
15,0,1,4,1,0,62,0.36,0.0,0.2653061224489796,0.2727,1,0,0,0,0,0
16,0,1,4,1,0,86,0.38,0.19300701754385965,0.2448979591836735,0.2576,1,0,0,0,0,0
17,0,1,4,1,0,172,0.51,0.19300701754385965,0.20408163265306123,0.2273,1,0,0,0,0,0
18,0,1,4,1,0,163,0.51,0.15786140350877195,0.20408163265306123,0.2273,1,0,0,0,0,0
19,0,1,4,1,0,112,0.55,0.10531929824561403,0.20408163265306123,0.2576,1,0,0,0,0,0
20,0,1,4,1,0,69,0.51,0.19300701754385965,0.18367346938775514,0.2121,1,0,0,0,0,0
21,0,1,4,1,0,48,0.55,0.26318070175438596,0.20408163265306123,0.2121,0,1,0,0,0,0
22,0,1,4,1,0,52,0.51,0.3333543859649123,0.20408163265306123,0.2121,0,1,0,0,0,0
23,0,1,4,1,0,23,0.59,0.22803508771929823,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
0,0,1,5,1,0,17,0.64,0.22803508771929823,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
1,0,1,5,1,0,7,0.69,0.26318070175438596,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
2,0,1,5,1,0,1,0.69,0.26318070175438596,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
4,0,1,5,1,0,1,0.69,0.15786140350877195,0.18367346938775514,0.2121,0,1,0,0,0,0
5,0,1,5,1,0,5,0.55,0.0,0.20408163265306123,0.2727,0,0,1,0,0,0
6,0,1,5,1,0,34,0.69,0.0,0.18367346938775514,0.2576,0,1,0,0,0,0
7,0,1,5,1,0,84,0.69,0.15786140350877195,0.18367346938775514,0.2121,1,0,0,0,0,0
8,0,1,5,1,0,210,0.51,0.29820877192982453,0.18367346938775514,0.19699999999999998,1,0,0,0,0,0
9,0,1,5,1,0,134,0.47,0.3508684210526316,0.18367346938775514,0.1818,1,0,0,0,0,0
10,0,1,5,1,0,63,0.37,0.3860140350877193,0.20408163265306123,0.19699999999999998,1,0,0,0,0,0
11,0,1,5,1,0,67,0.4,0.26318070175438596,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
12,0,1,5,1,0,59,0.37,0.29820877192982453,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
13,0,1,5,1,0,73,0.37,0.3333543859649123,0.18367346938775514,0.1818,0,1,0,0,0,0
14,0,1,5,1,0,50,0.4,0.29820877192982453,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
15,0,1,5,1,0,72,0.37,0.19300701754385965,0.18367346938775514,0.2121,0,1,0,0,0,0
16,0,1,5,1,0,87,0.37,0.19300701754385965,0.18367346938775514,0.2121,0,1,0,0,0,0
17,0,1,5,1,0,187,0.37,0.0,0.18367346938775514,0.2576,0,1,0,0,0,0
18,0,1,5,1,0,123,0.4,0.10531929824561403,0.18367346938775514,0.2273,1,0,0,0,0,0
19,0,1,5,1,0,95,0.55,0.10531929824561403,0.14285714285714288,0.19699999999999998,1,0,0,0,0,0
20,0,1,5,1,0,51,0.47,0.12283333333333334,0.163265306122449,0.2121,1,0,0,0,0,0
21,0,1,5,1,0,39,0.47,0.15786140350877195,0.163265306122449,0.19699999999999998,1,0,0,0,0,0
22,0,1,5,1,0,36,0.43,0.19300701754385965,0.163265306122449,0.19699999999999998,0,1,0,0,0,0
23,0,1,5,1,0,15,0.51,0.19300701754385965,0.163265306122449,0.19699999999999998,0,1,0,0,0,0
0,0,1,6,0,0,25,0.51,0.19300701754385965,0.163265306122449,0.19699999999999998,0,1,0,0,0,0
1,0,1,6,0,0,16,0.55,0.10531929824561403,0.163265306122449,0.2121,0,1,0,0,0,0
2,0,1,6,0,0,16,0.55,0.0,0.163265306122449,0.24239999999999998,0,1,0,0,0,0
3,0,1,6,0,0,7,0.55,0.19300701754385965,0.163265306122449,0.19699999999999998,0,0,1,0,0,0
4,0,1,6,0,0,1,0.55,0.19300701754385965,0.163265306122449,0.19699999999999998,0,0,1,0,0,0
5,0,1,6,0,0,5,0.74,0.19300701754385965,0.14285714285714288,0.1667,0,1,0,0,0,0
6,0,1,6,0,0,2,0.74,0.19300701754385965,0.14285714285714288,0.1667,0,1,0,0,0,0
7,0,1,6,0,0,9,0.74,0.12283333333333334,0.14285714285714288,0.1818,0,1,0,0,0,0
8,0,1,6,0,0,15,0.93,0.12283333333333334,0.14285714285714288,0.1818,0,0,1,0,0,0
9,0,1,6,0,0,20,0.93,0.12283333333333334,0.14285714285714288,0.1818,0,0,1,0,0,0
10,0,1,6,0,0,61,0.8,0.19300701754385965,0.163265306122449,0.19699999999999998,0,1,0,0,0,0
11,0,1,6,0,0,62,0.69,0.45618771929824564,0.18367346938775514,0.1818,0,1,0,0,0,0
12,0,1,6,0,0,98,0.59,0.42104210526315794,0.18367346938775514,0.1818,0,1,0,0,0,0
13,0,1,6,0,0,102,0.44,0.3860140350877193,0.18367346938775514,0.1818,1,0,0,0,0,0
14,0,1,6,0,0,95,0.32,0.5789035087719299,0.18367346938775514,0.1667,1,0,0,0,0,0
15,0,1,6,0,0,74,0.32,0.5263614035087719,0.18367346938775514,0.1667,1,0,0,0,0,0
16,0,1,6,0,0,76,0.29,0.5263614035087719,0.163265306122449,0.1364,1,0,0,0,0,0
17,0,1,6,0,0,69,0.37,0.6490771929824561,0.14285714285714288,0.12120000000000002,1,0,0,0,0,0
18,0,1,6,0,0,55,0.39,0.3508684210526316,0.12244897959183676,0.12120000000000002,1,0,0,0,0,0
19,0,1,6,0,0,30,0.36,0.29820877192982453,0.12244897959183676,0.12120000000000002,1,0,0,0,0,0
20,0,1,6,0,0,28,0.36,0.29820877192982453,0.10204081632653061,0.12120000000000002,1,0,0,0,0,0
21,0,1,6,0,0,37,0.39,0.42104210526315794,0.10204081632653061,0.1061,1,0,0,0,0,0
22,0,1,6,0,0,34,0.36,0.45618771929824564,0.10204081632653061,0.1061,1,0,0,0,0,0
23,0,1,6,0,0,22,0.39,0.5263614035087719,0.0816326530612245,0.060599999999999994,1,0,0,0,0,0
0,0,1,0,0,0,25,0.42,0.45618771929824564,0.0816326530612245,0.07580000000000002,1,0,0,0,0,0
1,0,1,0,0,0,12,0.42,0.5438754385964912,0.0816326530612245,0.060599999999999994,1,0,0,0,0,0
2,0,1,0,0,0,11,0.46,0.5438754385964912,0.0816326530612245,0.060599999999999994,1,0,0,0,0,0
3,0,1,0,0,0,4,0.46,0.4912157894736842,0.0816326530612245,0.07580000000000002,1,0,0,0,0,0
4,0,1,0,0,0,1,0.53,0.22803508771929823,0.06122448979591836,0.0909,1,0,0,0,0,0
5,0,1,0,0,0,1,0.53,0.22803508771929823,0.06122448979591836,0.0909,1,0,0,0,0,0
6,0,1,0,0,0,1,0.49,0.3333543859649123,0.0816326530612245,0.0909,1,0,0,0,0,0
7,0,1,0,0,0,6,0.53,0.22803508771929823,0.06122448979591836,0.0909,1,0,0,0,0,0
8,0,1,0,0,0,10,0.49,0.3333543859649123,0.0816326530612245,0.0909,1,0,0,0,0,0
9,0,1,0,0,0,19,0.46,0.6140491228070175,0.10204081632653061,0.07580000000000002,1,0,0,0,0,0
10,0,1,0,0,0,49,0.43,0.45618771929824564,0.12244897959183676,0.1061,1,0,0,0,0,0
11,0,1,0,0,0,49,0.4,0.6140491228070175,0.14285714285714288,0.12120000000000002,1,0,0,0,0,0
12,0,1,0,0,0,83,0.37,0.5263614035087719,0.163265306122449,0.1364,1,0,0,0,0,0
13,0,1,0,0,0,75,0.34,0.5263614035087719,0.18367346938775514,0.1667,1,0,0,0,0,0
14,0,1,0,0,0,72,0.32,0.5438754385964912,0.20408163265306123,0.1818,1,0,0,0,0,0
15,0,1,0,0,0,82,0.35,0.42104210526315794,0.20408163265306123,0.19699999999999998,1,0,0,0,0,0
16,0,1,0,0,0,92,0.34,0.5263614035087719,0.18367346938775514,0.1667,1,0,0,0,0,0
17,0,1,0,0,0,62,0.37,0.45618771929824564,0.163265306122449,0.1515,1,0,0,0,0,0
18,0,1,0,0,0,48,0.4,0.3860140350877193,0.14285714285714288,0.1364,1,0,0,0,0,0
19,0,1,0,0,0,41,0.43,0.3860140350877193,0.14285714285714288,0.1364,1,0,0,0,0,0
20,0,1,0,0,0,38,0.46,0.29820877192982453,0.12244897959183676,0.12120000000000002,1,0,0,0,0,0
21,0,1,0,0,0,20,0.46,0.4912157894736842,0.12244897959183676,0.1061,1,0,0,0,0,0
22,0,1,0,0,0,15,0.46,0.3508684210526316,0.12244897959183676,0.12120000000000002,1,0,0,0,0,0
23,0,1,0,0,0,6,0.5,0.22803508771929823,0.10204081632653061,0.1364,1,0,0,0,0,0
0,0,1,1,1,0,5,0.5,0.3333543859649123,0.10204081632653061,0.12120000000000002,1,0,0,0,0,0
1,0,1,1,1,0,1,0.5,0.3333543859649123,0.10204081632653061,0.12120000000000002,1,0,0,0,0,0
2,0,1,1,1,0,3,0.5,0.26318070175438596,0.10204081632653061,0.12120000000000002,1,0,0,0,0,0
3,0,1,1,1,0,1,0.5,0.26318070175438596,0.10204081632653061,0.12120000000000002,1,0,0,0,0,0
4,0,1,1,1,0,3,0.54,0.15786140350877195,0.0816326530612245,0.12120000000000002,1,0,0,0,0,0
5,0,1,1,1,0,3,0.54,0.29820877192982453,0.0816326530612245,0.1061,1,0,0,0,0,0
6,0,1,1,1,0,31,0.5,0.3333543859649123,0.10204081632653061,0.12120000000000002,1,0,0,0,0,0
7,0,1,1,1,0,77,0.5,0.26318070175438596,0.10204081632653061,0.12120000000000002,1,0,0,0,0,0
8,0,1,1,1,0,188,0.5,0.3333543859649123,0.10204081632653061,0.12120000000000002,0,1,0,0,0,0
9,0,1,1,1,0,94,0.5,0.29820877192982453,0.12244897959183676,0.12120000000000002,0,1,0,0,0,0
10,0,1,1,1,0,31,0.5,0.3508684210526316,0.12244897959183676,0.12120000000000002,0,1,0,0,0,0
11,0,1,1,1,0,30,0.47,0.3333543859649123,0.14285714285714288,0.1364,0,1,0,0,0,0
12,0,1,1,1,0,52,0.4,0.3333543859649123,0.18367346938775514,0.1818,0,1,0,0,0,0
13,0,1,1,1,0,54,0.4,0.3333543859649123,0.18367346938775514,0.1818,0,1,0,0,0,0
14,0,1,1,1,0,47,0.4,0.26318070175438596,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
15,0,1,1,1,0,45,0.4,0.26318070175438596,0.18367346938775514,0.19699999999999998,0,1,0,0,0,0
16,0,1,1,1,0,74,0.4,0.15786140350877195,0.18367346938775514,0.2121,1,0,0,0,0,0
17,0,1,1,1,0,178,0.4,0.12283333333333334,0.18367346938775514,0.2273,1,0,0,0,0,0
18,0,1,1,1,0,155,0.4,0.26318070175438596,0.18367346938775514,0.19699999999999998,1,0,0,0,0,0
19,0,1,1,1,0,95,0.47,0.19300701754385965,0.14285714285714288,0.1667,1,0,0,0,0,0
20,0,1,1,1,0,74,0.5,0.19300701754385965,0.14285714285714288,0.1667,1,0,0,0,0,0
21,0,1,1,1,0,38,0.59,0.22803508771929823,0.12244897959183676,0.1364,1,0,0,0,0,0
22,0,1,1,1,0,24,0.59,0.19300701754385965,0.12244897959183676,0.1515,1,0,0,0,0,0
23,0,1,1,1,0,18,0.59,0.19300701754385965,0.12244897959183676,0.1515,1,0,0,0,0,0
0,0,1,2,1,0,12,0.59,0.12283333333333334,0.12244897959183676,0.1667,1,0,0,0,0,0
1,0,1,2,1,0,3,0.59,0.19300701754385965,0.12244897959183676,0.1515,1,0,0,0,0,0
2,0,1,2,1,0,3,0.55,0.22803508771929823,0.14285714285714288,0.1515,0,1,0,0,0,0
5,0,1,2,1,0,6,0.55,0.15786140350877195,0.14285714285714288,0.1818,0,1,0,0,0,0
6,0,1,2,1,0,27,0.55,0.15786140350877195,0.14285714285714288,0.1818,0,1,0,0,0,0
7,0,1,2,1,0,99,0.55,0.0,0.14285714285714288,0.2273,0,1,0,0,0,0
8,0,1,2,1,0,217,0.51,0.10531929824561403,0.163265306122449,0.2121,0,1,0,0,0,0
9,0,1,2,1,0,130,0.51,0.19300701754385965,0.163265306122449,0.19699999999999998,0,1,0,0,0,0
10,0,1,2,1,0,54,0.51,0.19300701754385965,0.18367346938775514,0.2121,0,1,0,0,0,0
11,0,1,2,1,0,35,0.47,0.15786140350877195,0.18367346938775514,0.2121,0,1,0,0,0,0
12,0,1,2,1,0,57,0.51,0.12283333333333334,0.18367346938775514,0.2273,0,1,0,0,0,0
13,0,1,2,1,0,52,0.59,0.10531929824561403,0.18367346938775514,0.2273,0,1,0,0,0,0
14,0,1,2,1,0,63,0.59,0.10531929824561403,0.18367346938775514,0.2273,0,1,0,0,0,0
15,0,1,2,1,0,47,0.8,0.10531929824561403,0.14285714285714288,0.19699999999999998,0,1,0,0,0,0
16,0,1,2,1,0,76,0.86,0.26318070175438596,0.14285714285714288,0.1515,0,1,0,0,0,0
17,0,1,2,1,0,136,0.86,0.26318070175438596,0.14285714285714288,0.1515,0,1,0,0,0,0
18,0,1,2,1,0,95,0.93,0.12283333333333334,0.14285714285714288,0.1818,0,0,1,0,0,0
19,0,1,2,1,0,51,0.93,0.0,0.14285714285714288,0.2273,0,0,1,0,0,0
20,0,1,2,1,0,32,0.93,0.22803508771929823,0.14285714285714288,0.1515,0,0,1,0,0,0
21,0,1,2,1,0,20,0.86,0.10531929824561403,0.14285714285714288,0.19699999999999998,0,0,1,0,0,0
22,0,1,2,1,0,29,0.93,0.12283333333333334,0.14285714285714288,0.1818,0,0,1,0,0,0
23,0,1,2,1,0,19,0.93,0.10531929824561403,0.14285714285714288,0.19699999999999998,0,0,1,0,0,0
0,0,1,3,1,0,7,0.86,0.10531929824561403,0.14285714285714288,0.19699999999999998,0,1,0,0,0,0
1,0,1,3,1,0,6,0.86,0.12283333333333334,0.14285714285714288,0.1818,0,1,0,0,0,0
2,0,1,3,1,0,1,0.86,0.15786140350877195,0.12244897959183676,0.1515,1,0,0,0,0,0
